stream,run_name,size,N_params,chinchilla_scale,D_tokens,epochs,K,learning_rate,weight_decay,seed,val_loss,perplexity,tokens_evaluated,run_complete,selected_for_scaling_fit,source_file
paraphrase,370M_seed42_dolma_para_K32_wd0.1_lr3e-3,370m,370000000,0.5,3700000000,,32,0.003,0.1,42,2.7718704864966,15.988510131835938,3478624,True,True,dolma_para_val_loss/chinchilla_0.5/370M/370M_seed42_dolma_para_K32_wd0.1_lr3e-3.json
paraphrase,370M_seed42_dolma_para_K1_wd0.1_lr3e-3,370m,370000000,1.0,7400000000,,1,0.003,0.1,42,2.908865698440553,18.335988998413086,3478624,True,False,dolma_para_val_loss/chinchilla_1/370M/370M_seed42_dolma_para_K1_wd0.1_lr3e-3.json
paraphrase,370M_seed42_dolma_para_K1_wd0.2_lr3e-3,370m,370000000,1.0,7400000000,,1,0.003,0.2,42,2.9029892139581674,18.228551864624023,3478624,True,True,dolma_para_val_loss/chinchilla_1/370M/370M_seed42_dolma_para_K1_wd0.2_lr3e-3.json
paraphrase,370M_seed42_dolma_para_K2_wd0.1_lr3e-3,370m,370000000,1.0,7400000000,,2,0.003,0.1,42,2.8626395845618933,17.507680892944336,3478624,True,True,dolma_para_val_loss/chinchilla_1/370M/370M_seed42_dolma_para_K2_wd0.1_lr3e-3.json
paraphrase,370M_seed42_dolma_para_K2_wd0.2_lr3e-3,370m,370000000,1.0,7400000000,,2,0.003,0.2,42,2.869183502524319,17.622623443603516,3478624,True,False,dolma_para_val_loss/chinchilla_1/370M/370M_seed42_dolma_para_K2_wd0.2_lr3e-3.json
paraphrase,370M_seed42_dolma_para_K4_wd0.1_lr3e-3,370m,370000000,1.0,7400000000,,4,0.003,0.1,42,2.8380041730836294,17.08163833618164,3478624,True,True,dolma_para_val_loss/chinchilla_1/370M/370M_seed42_dolma_para_K4_wd0.1_lr3e-3.json
paraphrase,370M_seed42_dolma_para_K4_wd0.2_lr3e-3,370m,370000000,1.0,7400000000,,4,0.003,0.2,42,2.8391823098761875,17.101776123046875,3478624,True,False,dolma_para_val_loss/chinchilla_1/370M/370M_seed42_dolma_para_K4_wd0.2_lr3e-3.json
paraphrase,370M_seed42_dolma_para_K8_wd0.1_lr3e-3,370m,370000000,1.0,7400000000,,8,0.003,0.1,42,2.7852522980673693,16.203907012939453,3478624,True,True,dolma_para_val_loss/chinchilla_1/370M/370M_seed42_dolma_para_K8_wd0.1_lr3e-3.json
paraphrase,370M_seed42_dolma_para_K16_wd0.1_lr3e-3,370m,370000000,1.0,7400000000,,16,0.003,0.1,42,2.7372277299032697,15.444109916687012,3478624,True,True,dolma_para_val_loss/chinchilla_1/370M/370M_seed42_dolma_para_K16_wd0.1_lr3e-3.json
paraphrase,370M_seed42_dolma_para_K32_wd0.1_lr3e-3,370m,370000000,1.0,7400000000,,32,0.003,0.1,42,2.7129845903136176,15.074198722839355,3478624,True,True,dolma_para_val_loss/chinchilla_1/370M/370M_seed42_dolma_para_K32_wd0.1_lr3e-3.json
paraphrase,600M_seed42_dolma_para_K1_wd0.1_lr3e-3,600m,600000000,0.05,600000000,,1,0.003,0.1,42,5.320311884915289,204.44766235351562,3478624,True,True,dolma_para_val_loss/chinchilla_0.05/600M/600M_seed42_dolma_para_K1_wd0.1_lr3e-3.json
paraphrase,600M_seed42_dolma_para_K2_wd0.1_lr3e-3,600m,600000000,0.05,600000000,,2,0.003,0.1,42,4.967264944569206,143.63352966308594,3478624,True,True,dolma_para_val_loss/chinchilla_0.05/600M/600M_seed42_dolma_para_K2_wd0.1_lr3e-3.json
paraphrase,600M_seed42_dolma_para_K4_wd0.1_lr3e-3,600m,600000000,0.05,600000000,,4,0.003,0.1,42,4.180896917261008,65.42449951171875,3478624,True,True,dolma_para_val_loss/chinchilla_0.05/600M/600M_seed42_dolma_para_K4_wd0.1_lr3e-3.json
paraphrase,600M_seed42_dolma_para_K8_wd0.1_lr3e-3,600m,600000000,0.05,600000000,,8,0.003,0.1,42,3.747326520548022,42.40755844116211,3478624,True,True,dolma_para_val_loss/chinchilla_0.05/600M/600M_seed42_dolma_para_K8_wd0.1_lr3e-3.json
paraphrase,600M_seed42_dolma_para_K16_wd0.1_lr3e-3,600m,600000000,0.05,600000000,,16,0.003,0.1,42,3.3343379649101648,28.059799194335938,3478624,True,True,dolma_para_val_loss/chinchilla_0.05/600M/600M_seed42_dolma_para_K16_wd0.1_lr3e-3.json
paraphrase,600M_seed42_dolma_para_K32_wd0.1_lr3e-3,600m,600000000,0.05,600000000,,32,0.003,0.1,42,3.098154031796229,22.157012939453125,3478624,True,True,dolma_para_val_loss/chinchilla_0.05/600M/600M_seed42_dolma_para_K32_wd0.1_lr3e-3.json
paraphrase,600M_seed42_dolma_para_K64_wd0.1_lr3e-3,600m,600000000,0.05,600000000,,64,0.003,0.1,42,2.9563860824601664,19.228357315063477,3478624,True,True,dolma_para_val_loss/chinchilla_0.05/600M/600M_seed42_dolma_para_K64_wd0.1_lr3e-3.json
paraphrase,600M_seed42_dolma_para_K1_wd0.1_lr3e-3,600m,600000000,0.1,1200000000,,1,0.003,0.1,42,3.950127687992616,51.941993713378906,3478624,True,True,dolma_para_val_loss/chinchilla_0.1/600M/600M_seed42_dolma_para_K1_wd0.1_lr3e-3.json
paraphrase,600M_seed42_dolma_para_K2_wd0.1_lr3e-3,600m,600000000,0.1,1200000000,,2,0.003,0.1,42,3.733111064785647,41.80897903442383,3478624,True,True,dolma_para_val_loss/chinchilla_0.1/600M/600M_seed42_dolma_para_K2_wd0.1_lr3e-3.json
paraphrase,600M_seed42_dolma_para_K4_wd0.1_lr3e-3,600m,600000000,0.1,1200000000,,4,0.003,0.1,42,3.4362212056191703,31.06932830810547,3478624,True,True,dolma_para_val_loss/chinchilla_0.1/600M/600M_seed42_dolma_para_K4_wd0.1_lr3e-3.json
paraphrase,600M_seed42_dolma_para_K8_wd0.1_lr3e-3,600m,600000000,0.1,1200000000,,8,0.003,0.1,42,3.2443301898407784,25.644527435302734,3478624,True,True,dolma_para_val_loss/chinchilla_0.1/600M/600M_seed42_dolma_para_K8_wd0.1_lr3e-3.json
paraphrase,600M_seed42_dolma_para_K16_wd0.1_lr3e-3,600m,600000000,0.1,1200000000,,16,0.003,0.1,42,3.058722567505432,21.300329208374023,3478624,True,True,dolma_para_val_loss/chinchilla_0.1/600M/600M_seed42_dolma_para_K16_wd0.1_lr3e-3.json
paraphrase,600M_seed42_dolma_para_K32_wd0.1_lr3e-3,600m,600000000,0.1,1200000000,,32,0.003,0.1,42,2.9188667042668803,18.52028465270996,3478624,True,True,dolma_para_val_loss/chinchilla_0.1/600M/600M_seed42_dolma_para_K32_wd0.1_lr3e-3.json
paraphrase,600M_seed42_dolma_para_K64_wd0.1_lr3e-3,600m,600000000,0.1,1200000000,,64,0.003,0.1,42,2.8007597731284157,16.45714569091797,3478624,True,True,dolma_para_val_loss/chinchilla_0.1/600M/600M_seed42_dolma_para_K64_wd0.1_lr3e-3.json
paraphrase,600M_seed42_dolma_para_K1_wd0.1_lr3e-3,600m,600000000,0.25,3000000000,,1,0.003,0.1,42,3.1768576688077896,23.971309661865234,3478624,True,True,dolma_para_val_loss/chinchilla_0.25/600M/600M_seed42_dolma_para_K1_wd0.1_lr3e-3.json
paraphrase,600M_seed42_dolma_para_K2_wd0.1_lr3e-3,600m,600000000,0.25,3000000000,,2,0.003,0.1,42,3.092847372591235,22.039743423461914,3478624,True,True,dolma_para_val_loss/chinchilla_0.25/600M/600M_seed42_dolma_para_K2_wd0.1_lr3e-3.json
paraphrase,600M_seed42_dolma_para_K4_wd0.1_lr3e-3,600m,600000000,0.25,3000000000,,4,0.003,0.1,42,2.983212087010228,19.751155853271484,3478624,True,True,dolma_para_val_loss/chinchilla_0.25/600M/600M_seed42_dolma_para_K4_wd0.1_lr3e-3.json
paraphrase,600M_seed42_dolma_para_K8_wd0.1_lr3e-3,600m,600000000,0.25,3000000000,,8,0.003,0.1,42,2.9362947030134863,18.845888137817383,3478624,True,True,dolma_para_val_loss/chinchilla_0.25/600M/600M_seed42_dolma_para_K8_wd0.1_lr3e-3.json
paraphrase,600M_seed42_dolma_para_K16_wd0.1_lr3e-3,600m,600000000,0.25,3000000000,,16,0.003,0.1,42,2.805761928379909,16.539670944213867,3478624,True,True,dolma_para_val_loss/chinchilla_0.25/600M/600M_seed42_dolma_para_K16_wd0.1_lr3e-3.json
paraphrase,600M_seed42_dolma_para_K32_wd0.1_lr3e-3,600m,600000000,0.25,3000000000,,32,0.003,0.1,42,2.734104330864059,15.39594841003418,3478624,True,True,dolma_para_val_loss/chinchilla_0.25/600M/600M_seed42_dolma_para_K32_wd0.1_lr3e-3.json
paraphrase,600M_seed42_dolma_para_K1_wd0.1_lr3e-3,600m,600000000,0.5,6000000000,,1,0.003,0.1,42,2.890147026121176,17.995954513549805,3478624,True,True,dolma_para_val_loss/chinchilla_0.5/600M/600M_seed42_dolma_para_K1_wd0.1_lr3e-3.json
paraphrase,600M_seed42_dolma_para_K2_wd0.1_lr3e-3,600m,600000000,0.5,6000000000,,2,0.003,0.1,42,2.881211893459829,17.83587646484375,3478624,True,True,dolma_para_val_loss/chinchilla_0.5/600M/600M_seed42_dolma_para_K2_wd0.1_lr3e-3.json
paraphrase,600M_seed42_dolma_para_K4_wd0.1_lr3e-3,600m,600000000,0.5,6000000000,,4,0.003,0.1,42,2.8276464561642003,16.90562629699707,3478624,True,True,dolma_para_val_loss/chinchilla_0.5/600M/600M_seed42_dolma_para_K4_wd0.1_lr3e-3.json
paraphrase,600M_seed42_dolma_para_K8_wd0.1_lr3e-3,600m,600000000,0.5,6000000000,,8,0.003,0.1,42,2.7497463815680963,15.638664245605469,3478624,True,True,dolma_para_val_loss/chinchilla_0.5/600M/600M_seed42_dolma_para_K8_wd0.1_lr3e-3.json
paraphrase,600M_seed42_dolma_para_K16_wd0.1_lr3e-3,600m,600000000,0.5,6000000000,,16,0.003,0.1,42,2.69349785657829,14.783295631408691,3478624,True,True,dolma_para_val_loss/chinchilla_0.5/600M/600M_seed42_dolma_para_K16_wd0.1_lr3e-3.json
paraphrase,600M_seed42_dolma_para_K32_wd0.1_lr3e-3,600m,600000000,0.5,6000000000,,32,0.003,0.1,42,2.6564262397014664,14.245287895202637,3478624,True,True,dolma_para_val_loss/chinchilla_0.5/600M/600M_seed42_dolma_para_K32_wd0.1_lr3e-3.json
